CodigoImovel;TipoImovel;SubTipoImovel;TituloImovel;Endereco;Numero;Complemento;Bairro;CEP;Cidade;UF;AreaTotal;AreaUtil;ValorIPTU;PrecoCondominio;PrecoLocacao;PrecoVenda;Ativo;CategoriaImovel;LocalChave;Publicado;Alarme;AndarAlto;AnoConstrucao;AquecimentoEletrico;AquecimentoGas;ArCondicionado;ArmarioAreaDeServico;ArmarioBanheiro;ArmarioCloset;ArmarioCozinha;ArmarioDormitorioEmpregada;ArmarioQuarto;ArmarioSala;ArmarioSuite;Brinquedoteca;Churrasqueira;Churrasqueiras;circuitointernotv;Condominio;Copa;Despensa;Divisoria;DormitorioEmpregada;elevador;ElevadorDeServico;EscritorioArmario;EspacoLeitura;Interfone;jardim;JardimInverno;LajeTecnica;Lavabo;Lavanderia;Madeira;Mezanino;Piscina;piscina_infantil;Piscinas;PisoCeramica;PisoLaminado;PisoPorcelanato;PisoTacoMadeira;pista_skate;Playground;portal_eletronico;PortaoEletronico;Portaria24h;Portaria24Horas;QtdBanheiros;QtdDormitorios;QtdSalas;QtdSuites;QtdVagas;quadra_tenis;QuadraPoliEsportiva;QuartoServico;Sacada;SalaEstar;SalaFitness;SalaGinastica;SalaJantar;salao_jogos;salao_video_cinema;SalaoFestas;salaogourmet;Sauna;sauna_seca;sauna_umida;Seguranca;ServicoCozinha;SPA;TomadaCarroEletrico;Varanda;Vinilico;UnidadeMetrica;Observacao;ObservacoesInternas
KN0005_SMAI;Kitnet;Kitnet;Kitnet para Locação 25M², CENTRO, RIO DE JANEIRO - RJ;Rua dos Inválidos;185;apto 709;Centro;20231-047;Rio de Janeiro;RJ;25;25;;320;700;;Ativo;Padrão;;sem anuncio;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;1;0;1;0;0;;;;;;;;;;;;;;;;;;;;;;M²;[Table];Exclusivo: SIM
KN0006_SMAI;Kitnet;Kitnet;Kitnet para Locação 25M², CENTRO, RIO DE JANEIRO - RJ;Rua dos Inválidos;185;apto 808;Centro;20231-047;Rio de Janeiro;RJ;25;25;;320;700;;Ativo;Padrão;;sem anuncio;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;1;0;1;0;0;;;;;;;;;;;;;;;;;;;;;;M²;[Table];Exclusivo: SIM
KN0007_SMAI;Kitnet;Kitnet;Kitnet para Locação 1 Quarto, 1 Suite, 25M², CENTRO, RIO DE JANEIRO - RJ | Condomínio do edifício Rio Assú;Rua dos Inválidos;185;APTO 208;Centro;20231-047;Rio de Janeiro;RJ;25;25;10184;295;700;;Inativo;Padrão;Imobiliária;sem anuncio;;;;;;;;;;;;;;;;;;;Condomínio do edifício Rio Assú;1;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;1;1;0;1;0;;;;;;;;;;;;;;;;;;;;;;M²;[Table];Exclusivo: SIM
KN0008_SMAI;Kitnet;Kitnet;Kitnet para Locação, Centro, Rio de Janeiro, RJ;Rua Santana;178;APTO 208;Centro;20230-261;Rio de Janeiro;RJ;48;48;;510;500;;Ativo;Padrão;Imobiliária;sem anuncio;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;1;1;0;1;0;;;;;;;;;;;;;;;;;;;;;;M²;[Table];Exclusivo: SIM
KN0009_SMAI;Kitnet;Kitnet;Kitnet para Locação 1 Quarto, 1 Suite, 42M², CENTRO, RIO DE JANEIRO - RJ;Rua dos Inválidos;196;apto 309;Centro;20231-048;Rio de Janeiro;RJ;;42;;3552;700;;Ativo;Padrão;;sem anuncio;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;1;1;0;1;0;;;;;;;;;;;;;;;;;;;;;;M²;[Table];Exclusivo: SIM
KN0010_SMAI;Kitnet;Kitnet;Kitnet para Locação 1 Quarto, 1 Suite, 27M², CENTRO, RIO DE JANEIRO - RJ;Rua dos Inválidos;185;apto 607;Centro;20231-047;Rio de Janeiro;RJ;;27;25;305;700;;Ativo;Padrão;;sem anuncio;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;1;1;0;1;0;;;;;;;;;;;;;;;;;;;;;;M²;[Table];Exclusivo: SIM
KN0011_SMAI;Kitnet;Kitnet;Kitnet para Locação 1 Quarto, 1 Suite, 35M², CENTRO, RIO DE JANEIRO - RJ;Rua dos Inválidos;185;apto 509;Centro;20231-047;Rio de Janeiro;RJ;;35;;280;700;;Ativo;Padrão;;sem anuncio;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;1;0;;;;;;;;;;;;;;;;;;;;;;M²;[Table];Exclusivo: SIM
KN0012_SMAI;Kitnet;Kitnet;Kitnet para Locação 1 Quarto, 1 Suite, 27M², CENTRO, RIO DE JANEIRO - RJ;Rua dos Inválidos;185;apto 1011;Centro;20231-047;Rio de Janeiro;RJ;;27;;27877;700;;Ativo;Padrão;;sem anuncio;;;;;;;;;;;;;;;;;;;;;;;;;1;;;1;;;;;;;;;;;;;;;;;1;;;;1;1;0;1;0;;;;;;;;;;;;;;;;;;;;;;M²;[Table];Exclusivo: SIM
KN0013_SMAI;Kitnet;Kitnet;Kitnet para Locação 1 Quarto, 1 Suite, 50M², CENTRO, RIO DE JANEIRO - RJ;Rua Moncorvo Filho;40;apto 117;Centro;20211-340;Rio de Janeiro;RJ;50;35;;275;500;;Ativo;Padrão;;sem anuncio;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;1;1;0;1;0;;;;;;;;;;;;;;;;;;;;;;M²;[Table];Exclusivo: SIM
KN0014_SMAI;Kitnet;Kitnet;Kitnet para Locação 30M², LARANJEIRAS, RIO DE JANEIRO - RJ;Rua Ipiranga;111;;Laranjeiras;22231-120;Rio de Janeiro;RJ;;30;;300;900;;Ativo;Padrão;;sem anuncio;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;M²;[Table];Exclusivo: SIM
KN0015_SMAI;Kitnet;Kitnet;Kitnet para Locação 1 Quarto, 1 Suite, 25M², CENTRO, RIO DE JANEIRO - RJ | Edifício Rio Assú;Rua dos Inválidos;185;apto 803;Centro;20231-047;Rio de Janeiro;RJ;25;25;;320;700;;Ativo;Padrão;;sem anuncio;;;;;;;;;;;;;;;;;;;Edifício Rio Assú;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;1;1;0;1;0;;;;;;;;;;;;;;;;;;;;;;M²;[Table];Exclusivo: SIM
KN0016_SMAI;Kitnet;Kitnet;Kitnet para Locação 1 Quarto, 1 Suite, 20M², CENTRO, RIO DE JANEIRO - RJ;Rua Marcilio Dias;20;apto 701;Centro;20221-280;Rio de Janeiro;RJ;;20;168;520;400;;Inativo;Padrão;Imobiliária;sem anuncio;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;0;1;0;;;;;;;;;;;;;;;;;;;;;;M²;[Table];Exclusivo: SIM
KN0017_SMAI;Kitnet;Kitnet;Kitnet para Locação, Centro, Rio de Janeiro, RJ;Rua dos Inválidos;196;de 176 ao fim - lado par;Centro;20231-048;Rio de Janeiro;RJ;42;42;157;391;900;;Inativo;Padrão;Imobiliária;sem anuncio;;;;;1;;;1;;1;;;1;;;;;;;;;;;1;;;;;;;;;;;;;;;1;;;;;;;1;;;1;0;1;0;0;;;;;;;;;;;;;;;;;1;;;;;;[Table];
KN0018_SMAI;Kitnet;Kitnet;Kitnet para Locação, Centro, Rio de Janeiro, RJ;Rua dos Inválidos;185;de 120 a 174 - lado par;Centro;20231-046;Rio de Janeiro;RJ;30;30;;350;800;;Inativo;Padrão;Portaria;sem anuncio;;;;;1;;;;;;;;1;;;;;;;;;;;1;;;;;;;;;;;;;;;1;;;;;;;;;1;1;0;1;0;0;;;;;;;;;;;;;;;;;1;;;;;;[Table];
KN0019_SMAI;Kitnet;Kitnet;Kitnet para Locação, Centro, Rio de Janeiro, RJ;Rua dos Inválidos;185;APTO 910;Centro;20231-047;Rio de Janeiro;RJ;30;30;;350;800;;Inativo;Padrão;Portaria;sem anuncio;;;;1;;;;1;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;1;;;;;;;1;;1;1;0;1;0;0;;;;;;;;;;;;;;;;;;;;;;;[Table];
KN0020_SMAI;Kitnet;Kitnet;Kitnet para Locação, Centro, Rio de Janeiro, RJ;Rua dos Inválidos;185;apto 506;Centro;20231-048;Rio de Janeiro;RJ;30;30;;385;800;;Inativo;Padrão;Portaria;sem anuncio;;;;1;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;1;;;;;;;1;;1;1;1;0;0;0;;;;;;;;;;;;;;;;;;;;;;;[Table];
KN0021_SMAI;Kitnet;Kitnet;Kitnet para Locação, Centro, Rio de Janeiro, RJ;Avenida Gomes Freire;788;apto 202;Centro;20231-015;Rio de Janeiro;RJ;20;20;;390;800;;Inativo;Padrão;Imobiliária;sem anuncio;;;;1;;;;;;1;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;1;;;;;;1;1;0;1;0;0;;;;;;;;;;;;;;;;;;;;;;;[Table];
KN0022_SMAI;Kitnet;Kitnet;Kitnet para locação, Laranjeiras, Rio de Janeiro, RJ;Rua Ipiranga;111;APTO 409;Laranjeiras;22231-120;Rio de Janeiro;RJ;17;17;;430;2300;;Inativo;Padrão;Imobiliária;sem anuncio;;1;;1;;;;1;;1;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;1;;;1;0;1;0;0;;;;;;;;;;;;;;;;;;;;;;;[Table];
KN0023_SMAI;Kitnet;Kitnet;Kitnet à venda e para locação, Higienópolis, Rio de Janeiro, RJ;Rua Ubiratã;310;301;Higienópolis;21051-030;Rio de Janeiro;RJ;;30;10;;1000;100000;Ativo;Padrão;;sem anuncio;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;0;0;0;;;;;;;;;;;;;;;;;;;;;;;[Table];
LO0001_SMAI;Loja;Loja;Loja para Locação 50M², MEIER, RIO DE JANEIRO - RJ;Rua Pedro de Carvalho;594;;Méier;20725-233;Rio de Janeiro;RJ;50;50;453;;2400;;Ativo;Padrão;;sem anuncio;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;M²;[Table];Exclusivo: SIM
LO0002_SMAI;Loja;Loja;Loja para Locação 20M², MEIER, RIO DE JANEIRO - RJ;Rua Aristides Caire;320;Loja A;Méier;20775-090;Rio de Janeiro;RJ;;20;267;;900;;Ativo;Padrão;;sem anuncio;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;M²;[Table];Exclusivo: SIM
LO0003_SMAI;Loja;Loja;Loja para Locação 60M², MEIER, RIO DE JANEIRO - RJ;Rua Aristides Caire;316;;Méier;20775-090;Rio de Janeiro;RJ;;60;500;;900;;Ativo;Padrão;;sem anuncio;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;M²;[Table];Exclusivo: SIM
LO0004_SMAI;Loja;Loja;Excelente Loja para locação com 30m² em um a ótima localização, Méier, Rio de Janeiro, RJ;Rua Aristides Caire;256;Loja C;Méier;20775-090;Rio de Janeiro;RJ;30;30;2821;;1500;;Ativo;Padrão;Imobiliária;anunciado;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;1;0;1;0;0;;;;;;;;;;;;;;;;;;;;;;;[Table];
LO0005_SMAI;Loja;Loja;Loja para locação, Méier, Rio de Janeiro, RJ;Rua Medina;150;Loja C;Méier;20735-130;Rio de Janeiro;RJ;83;83;930;580;3300;;Ativo;Padrão;Imobiliária;anunciado;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;1;;;;;;;;;1;2;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;[Table];
LO0006_SMAI;Loja;Loja;Loja para locação, Cachambi, Rio de Janeiro, RJ;Rua Ferreira de Andrade;29;LOJA COMERCIAL;Cachambi;20780-200;Rio de Janeiro;RJ;200;200;1100;;4000;;Inativo;Padrão;Imobiliária;sem anuncio;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;0;0;0;3;;;;;;;;;;;;;;;;;;;;;;;[Table];
PH0001_SMAI;Cobertura / Penthouse;Cobertura / Penthouse;Cobertura no Méier;Rua Aristides Caire;280;bl 02 - apto 602;Méier;20775-090;Rio de Janeiro;RJ;182;182;4247;1200;1700;;Ativo;Padrão;;sem anuncio;;;;;;;;;;;;;;;;1;;;Condomínio Mateus II;1;;;1;;1;;;1;;;;;;;;;;1;;;;;;1;1;;;;1;2;1;2;2;;;;;;;;;;;;;;;;;;;;1;;M²;[Table];Exclusivo: SIM
PH0002_SMAI;Cobertura / Penthouse;Cobertura / Penthouse;Cobertura para Locação 2 Quarto, 1 Suite, 2 Vagas, 178M², MEIER, RIO DE JANEIRO - RJ;Rua Aristides Caire;280;bl 1 - apto 706;Méier;20775-090;Rio de Janeiro;RJ;178;178;4246;1400;2200;;Inativo;Padrão;Imobiliária;sem anuncio;;1;;1;;;;1;;1;;;1;;;;;;;;;;;1;;;;;;;;;;;;1;;;1;;;;;1;;1;1;1;2;2;1;1;2;;;1;;;;;;;;1;;;;;;1;;;1;;M²;[Table];Exclusivo: SIM
PH0003_SMAI;Cobertura / Penthouse;Cobertura / Penthouse;Cobertura / Penthouse para locação, Cachambi, Rio de Janeiro, RJ;Rua Ferreira de Andrade;537;Refinatto;Cachambi;20780-200;Rio de Janeiro;RJ;136;136;318;1060;4200;;Ativo;Padrão;Imobiliária;anunciado;;;;;1;1;;;;1;;;1;;1;1;1;;;;;;;1;;;1;;;;;;;;;1;1;1;;;1;;;1;;1;1;1;2;3;1;2;2;;1;;;;1;;;1;;1;1;;1;1;;1;1;;1;;;[Table];Exclusivo: SIM
PH0004_SMAI;Cobertura / Penthouse;Cobertura / Penthouse;Cobertura / Penthouse para locação, Todos os Santos, Rio de Janeiro, RJ;Rua Getúlio;319;COB 602;Todos os Santos;20775-000;Rio de Janeiro;RJ;149;149;2445;750;3200;;Inativo;Padrão;Imobiliária;sem anuncio;;1;;;1;1;;1;;1;;1;1;1;;1;1;;;;;;;1;;;;;;;;;;;;;;;;;1;;;;;1;;;2;4;1;1;2;;;;;;;;;;;1;;;;;;1;;;1;;;[Table];
SA0001_SMAI;Sala;Sala comercial;Sala para Locação, Méier, Rio de Janeiro, RJ;Rua Dias da Cruz;127;sala 501;Méier;20720-010;Rio de Janeiro;RJ;20;20;88;710;1200;;Inativo;Padrão;Imobiliária;sem anuncio;;1;;1;;;;;;;;;;;;;;;;;;1;;1;;;;;;;;;;;;;;;1;;;;;;1;;1;;1;0;1;0;0;;;;;;;;;;;;;;;;;;;;;;;[Table];
SI0001_SMAI;Sítio;Sítio;FAZENDA/SÍTIO/CHÁCARA;Não informado;;;RIO BONITO;28800-000;Rio Bonito;RJ;;48400;;;;1200000;Inativo;Padrão;Imobiliária;sem anuncio;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;M²;[Table];Exclusivo: SIM
SO0001_SMAI;Sobrado;Sobrado;Sobrado para Locação 1 Quarto, 1 Suite, 61M², TODOS OS SANTOS, RIO DE JANEIRO - RJ;Rua Getulio;354;;Todos os Santos;20775-001;Rio de Janeiro;RJ;61;61;;30;800;;Ativo;Padrão;;sem anuncio;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;1;0;;;;;;;;;;;;;;;;;;;;;;M²;[Table];Exclusivo: SIM
SO0002_SMAI;Sobrado;Sobrado;Sobrado à venda, Curicica, Rio de Janeiro, RJ;Rua Guamare;32;Lote 32 da quadra 92;Curicica;22710315;Rio de Janeiro;RJ;350;400;;;;650000;Ativo;Padrão;;sem anuncio;;;;1;;;;1;;;;;1;;;;;;;;;;;;;;;;;;1;;;;;;;;1;;1;;;;;;;;2;3;2;1;2;;;;;1;;;;;;;;;;;;1;;;;;;[Table];
